time,	t_translated,	I_coil
3.88500, 	4.03500,    18.49810
3.88750, 	4.03750,    18.48430
3.89000, 	4.04000,    18.47040
3.89250, 	4.04250,    18.45660
3.89500, 	4.04500,    18.44280
3.89750, 	4.04750,    18.42900
3.90000, 	4.05000,    18.41520
3.90250, 	4.05250,    18.40140
3.90500, 	4.05500,    18.38760
3.90750, 	4.05750,    18.37390
3.91000, 	4.06000,    18.36010
3.91250, 	4.06250,    18.34640
3.91500, 	4.06500,    18.33270
3.91750, 	4.06750,    18.31890
3.92000, 	4.07000,    18.30520
3.92250, 	4.07250,    18.29150
3.92500, 	4.07500,    18.27780
3.92750, 	4.07750,    18.26420
3.93000, 	4.08000,    18.25050
3.93250, 	4.08250,    18.23680
3.93500, 	4.08500,    18.22320
3.93750, 	4.08750,    18.20950
3.94000, 	4.09000,    18.19590
3.94250, 	4.09250,    18.18230
3.94500, 	4.09500,    18.16870
3.94750, 	4.09750,    18.15510
3.95000, 	4.10000,    18.14150
3.95250, 	4.10250,    18.12790
3.95500, 	4.10500,    18.11440
3.95750, 	4.10750,    18.10080
3.96000, 	4.11000,    18.08720
3.96250, 	4.11250,    18.07370
3.96500, 	4.11500,    18.06020
3.96750, 	4.11750,    18.04670
3.97000, 	4.12000,    18.03320
3.97250, 	4.12250,    18.01970
3.97500, 	4.12500,    18.00620
3.97750, 	4.12750,    17.99270
3.98000, 	4.13000,    17.97920
3.98250, 	4.13250,    17.96580
3.98500, 	4.13500,    17.95230
3.98750, 	4.13750,    17.93890
3.99000, 	4.14000,    17.92550
3.99250, 	4.14250,    17.91210
3.99500, 	4.14500,    17.89860
3.99750, 	4.14750,    17.88520
4.00000, 	4.15000,    17.87190
4.00250, 	4.15250,    17.85850
4.00500, 	4.15500,    17.84510
4.00750, 	4.15750,    17.83180
4.01000, 	4.16000,    17.81840
4.01250, 	4.16250,    17.80510
4.01500, 	4.16500,    17.79180
4.01750, 	4.16750,    17.77840
4.02000, 	4.17000,    17.76510
4.02250, 	4.17250,    17.75180
4.02500, 	4.17500,    17.73860
4.02750, 	4.17750,    17.72530
4.03000, 	4.18000,    17.71200
4.03250, 	4.18250,    17.69880
4.03500, 	4.18500,    17.68550
4.03750, 	4.18750,    17.67230
4.04000, 	4.19000,    17.65900
4.04250, 	4.19250,    17.64580
4.04500, 	4.19500,    17.63260
4.04750, 	4.19750,    17.61940
4.05000, 	4.20000,    17.60620
4.05250, 	4.20250,    17.59310
4.05500, 	4.20500,    17.57990
4.05750, 	4.20750,    17.56670
4.06000, 	4.21000,    17.55360
4.06250, 	4.21250,    17.54040
4.06500, 	4.21500,    17.52730
4.06750, 	4.21750,    17.51420
4.07000, 	4.22000,    17.50110
4.07250, 	4.22250,    17.48800
4.07500, 	4.22500,    17.47490
4.07750, 	4.22750,    17.46180
4.08000, 	4.23000,    17.44870
4.08250, 	4.23250,    17.43570
4.08500, 	4.23500,    17.42260
4.08750, 	4.23750,    17.40960
4.09000, 	4.24000,    17.39660
4.09250, 	4.24250,    17.38350
4.09500, 	4.24500,    17.37050
4.09750, 	4.24750,    17.35750
4.10000, 	4.25000,    17.34450
4.10250, 	4.25250,    17.33160
4.10500, 	4.25500,    17.31860
4.10750, 	4.25750,    17.30560
4.11000, 	4.26000,    17.29270
4.11250, 	4.26250,    17.27970
4.11500, 	4.26500,    17.26680
4.11750, 	4.26750,    17.25390
4.12000, 	4.27000,    17.24100
4.12250, 	4.27250,    17.22810
4.12500, 	4.27500,    17.21520
4.12750, 	4.27750,    17.20230
4.13000, 	4.28000,    17.18940
4.13250, 	4.28250,    17.17650
4.13500, 	4.28500,    17.16370
4.13750, 	4.28750,    17.15080
4.14000, 	4.29000,    17.13800
4.14250, 	4.29250,    17.12520
4.14500, 	4.29500,    17.11240
4.14750, 	4.29750,    17.09950
4.15000, 	4.30000,    17.08670
4.15250, 	4.30250,    17.07400
4.15500, 	4.30500,    17.06120
4.15750, 	4.30750,    17.04840
4.16000, 	4.31000,    17.03560
4.16250, 	4.31250,    17.02290
4.16500, 	4.31500,    17.01020
4.16750, 	4.31750,    16.99740
4.17000, 	4.32000,    16.98470
4.17250, 	4.32250,    16.97200
4.17500, 	4.32500,    16.95930
4.17750, 	4.32750,    16.94660
4.18000, 	4.33000,    16.93390
4.18250, 	4.33250,    16.92120
4.18500, 	4.33500,    16.90860
4.18750, 	4.33750,    16.89590
4.19000, 	4.34000,    16.88330
4.19250, 	4.34250,    16.87060
4.19500, 	4.34500,    16.85800
4.19750, 	4.34750,    16.84540
4.20000, 	4.35000,    16.83280
4.20250, 	4.35250,    16.82020
4.20500, 	4.35500,    16.80760
4.20750, 	4.35750,    16.79500
4.21000, 	4.36000,    16.78240
4.21250, 	4.36250,    16.76990
4.21500, 	4.36500,    16.75730
4.21750, 	4.36750,    16.74480
4.22000, 	4.37000,    16.73230
4.22250, 	4.37250,    16.71970
4.22500, 	4.37500,    16.70720
4.22750, 	4.37750,    16.69470
4.23000, 	4.38000,    16.68220
4.23250, 	4.38250,    16.66970
4.23500, 	4.38500,    16.65720
4.23750, 	4.38750,    16.64480
4.24000, 	4.39000,    16.63230
4.24250, 	4.39250,    16.61990
4.24500, 	4.39500,    16.60740
4.24750, 	4.39750,    16.59500
4.25000, 	4.40000,    16.58260
4.25250, 	4.40250,    16.57020
4.25500, 	4.40500,    16.55780
4.25750, 	4.40750,    16.54540
4.26000, 	4.41000,    16.53300
4.26250, 	4.41250,    16.52060
4.26500, 	4.41500,    16.50830
4.26750, 	4.41750,    16.49590
4.27000, 	4.42000,    16.48360
4.27250, 	4.42250,    16.47120
4.27500, 	4.42500,    16.45890
4.27750, 	4.42750,    16.44660
4.28000, 	4.43000,    16.43430
4.28250, 	4.43250,    16.42200
4.28500, 	4.43500,    16.40970
4.28750, 	4.43750,    16.39740
4.29000, 	4.44000,    16.38510
4.29250, 	4.44250,    16.37280
4.29500, 	4.44500,    16.36060
4.29750, 	4.44750,    16.34830
4.30000, 	4.45000,    16.33610
4.30250, 	4.45250,    16.32390
4.30500, 	4.45500,    16.31170
4.30750, 	4.45750,    16.29950
4.31000, 	4.46000,    16.28730
4.31250, 	4.46250,    16.27510
4.31500, 	4.46500,    16.26290
4.31750, 	4.46750,    16.25070
4.32000, 	4.47000,    16.23860
4.32250, 	4.47250,    16.22640
4.32500, 	4.47500,    16.21430
4.32750, 	4.47750,    16.20210
4.33000, 	4.48000,    16.19000
4.33250, 	4.48250,    16.17790
4.33500, 	4.48500,    16.16580
4.33750, 	4.48750,    16.15370
4.34000, 	4.49000,    16.14160
4.34250, 	4.49250,    16.12950
4.34500, 	4.49500,    16.11740
4.34750, 	4.49750,    16.10540
4.35000, 	4.50000,    16.09330
4.35250, 	4.50250,    16.08130
4.35500, 	4.50500,    16.06920
4.35750, 	4.50750,    16.05720
4.36000, 	4.51000,    16.04520
4.36250, 	4.51250,    16.03320
4.36500, 	4.51500,    16.02120
4.36750, 	4.51750,    16.00920
4.37000, 	4.52000,    15.99720
4.37250, 	4.52250,    15.98520
4.37500, 	4.52500,    15.97330
4.37750, 	4.52750,    15.96130
4.38000, 	4.53000,    15.94940
4.38250, 	4.53250,    15.93740
4.38500, 	4.53500,    15.92550
4.38750, 	4.53750,    15.91360
4.39000, 	4.54000,    15.90170
4.39250, 	4.54250,    15.88980
4.39500, 	4.54500,    15.87790
4.39750, 	4.54750,    15.86600
4.40000, 	4.55000,    15.85410
4.40250, 	4.55250,    15.84220
4.40500, 	4.55500,    15.83040
4.40750, 	4.55750,    15.81850
4.41000, 	4.56000,    15.80670
4.41250, 	4.56250,    15.79490
4.41500, 	4.56500,    15.78300
4.41750, 	4.56750,    15.77120
4.42000, 	4.57000,    15.75940
4.42250, 	4.57250,    15.74760
4.42500, 	4.57500,    15.73580
4.42750, 	4.57750,    15.72410
4.43000, 	4.58000,    15.71230
4.43250, 	4.58250,    15.70050
4.43500, 	4.58500,    15.68880
4.43750, 	4.58750,    15.67700
4.44000, 	4.59000,    15.66530
4.44250, 	4.59250,    15.65360
4.44500, 	4.59500,    15.64190
4.44750, 	4.59750,    15.63020
4.45000, 	4.60000,    15.61850
4.45250, 	4.60250,    15.60680
4.45500, 	4.60500,    15.59510
4.45750, 	4.60750,    15.58340
4.46000, 	4.61000,    15.57180
4.46250, 	4.61250,    15.56010
4.46500, 	4.61500,    15.54850
4.46750, 	4.61750,    15.53680
4.47000, 	4.62000,    15.52520
4.47250, 	4.62250,    15.51360
4.47500, 	4.62500,    15.50200
4.47750, 	4.62750,    15.49040
4.48000, 	4.63000,    15.47880
4.48250, 	4.63250,    15.46720
4.48500, 	4.63500,    15.45560
4.48750, 	4.63750,    15.44400
4.49000, 	4.64000,    15.43250
4.49250, 	4.64250,    15.42090
4.49500, 	4.64500,    15.40940
4.49750, 	4.64750,    15.39780
4.50000, 	4.65000,    15.38630
4.50250, 	4.65250,    15.37480
4.50500, 	4.65500,    15.36330
4.50750, 	4.65750,    15.35180
4.51000, 	4.66000,    15.34030
4.51250, 	4.66250,    15.32880
4.51500, 	4.66500,    15.31730
4.51750, 	4.66750,    15.30590
4.52000, 	4.67000,    15.29440
4.52250, 	4.67250,    15.28300
4.52500, 	4.67500,    15.27150
4.52750, 	4.67750,    15.26010
4.53000, 	4.68000,    15.24870
4.53250, 	4.68250,    15.23730
4.53500, 	4.68500,    15.22590
4.53750, 	4.68750,    15.21450
4.54000, 	4.69000,    15.20310
4.54250, 	4.69250,    15.19170
4.54500, 	4.69500,    15.18030
4.54750, 	4.69750,    15.16900
4.55000, 	4.70000,    15.15760
4.55250, 	4.70250,    15.14630
4.55500, 	4.70500,    15.13490
4.55750, 	4.70750,    15.12360
4.56000, 	4.71000,    15.11230
4.56250, 	4.71250,    15.10100
4.56500, 	4.71500,    15.08970
4.56750, 	4.71750,    15.07840
4.57000, 	4.72000,    15.06710
4.57250, 	4.72250,    15.05580
4.57500, 	4.72500,    15.04460
4.57750, 	4.72750,    15.03330
4.58000, 	4.73000,    15.02200
4.58250, 	4.73250,    15.01080
4.58500, 	4.73500,    14.99960
4.58750, 	4.73750,    14.98830
4.59000, 	4.74000,    14.97710
4.59250, 	4.74250,    14.96590
4.59500, 	4.74500,    14.95470
4.59750, 	4.74750,    14.94350
4.60000, 	4.75000,    14.93230
4.60250, 	4.75250,    14.92120
4.60500, 	4.75500,    14.91000
4.60750, 	4.75750,    14.89880
4.61000, 	4.76000,    14.88770
4.61250, 	4.76250,    14.87650
4.61500, 	4.76500,    14.86540
4.61750, 	4.76750,    14.85430
4.62000, 	4.77000,    14.84320
4.62250, 	4.77250,    14.83200
4.62500, 	4.77500,    14.82090
4.62750, 	4.77750,    14.80990
4.63000, 	4.78000,    14.79880
4.63250, 	4.78250,    14.78770
4.63500, 	4.78500,    14.77660
4.63750, 	4.78750,    14.76560
4.64000, 	4.79000,    14.75450
4.64250, 	4.79250,    14.74350
4.64500, 	4.79500,    14.73240
4.64750, 	4.79750,    14.72140
4.65000, 	4.80000,    14.71040
4.65250, 	4.80250,    14.69940
4.65500, 	4.80500,    14.68840
4.65750, 	4.80750,    14.67740
4.66000, 	4.81000,    14.66640
4.66250, 	4.81250,    14.65540
4.66500, 	4.81500,    14.64440
4.66750, 	4.81750,    14.63350
4.67000, 	4.82000,    14.62250
4.67250, 	4.82250,    14.61160
4.67500, 	4.82500,    14.60070
4.67750, 	4.82750,    14.58970
4.68000, 	4.83000,    14.57880
4.68250, 	4.83250,    14.56790
4.68500, 	4.83500,    14.55700
4.68750, 	4.83750,    14.54610
4.69000, 	4.84000,    14.53520
4.69250, 	4.84250,    14.52430
4.69500, 	4.84500,    14.51350
4.69750, 	4.84750,    14.50260
4.70000, 	4.85000,    14.49170
4.70250, 	4.85250,    14.48090
4.70500, 	4.85500,    14.47010
4.70750, 	4.85750,    14.45920
4.71000, 	4.86000,    14.44840
4.71250, 	4.86250,    14.43760
4.71500, 	4.86500,    14.42680
4.71750, 	4.86750,    14.41600
4.72000, 	4.87000,    14.40520
4.72250, 	4.87250,    14.39440
4.72500, 	4.87500,    14.38360
4.72750, 	4.87750,    14.37290
4.73000, 	4.88000,    14.36210
4.73250, 	4.88250,    14.35140
4.73500, 	4.88500,    14.34060
4.73750, 	4.88750,    14.32990
4.74000, 	4.89000,    14.31920
4.74250, 	4.89250,    14.30850
4.74500, 	4.89500,    14.29770
4.74750, 	4.89750,    14.28700
4.75000, 	4.90000,    14.27630
4.75250, 	4.90250,    14.26570
4.75500, 	4.90500,    14.25500
4.75750, 	4.90750,    14.24430
4.76000, 	4.91000,    14.23370
4.76250, 	4.91250,    14.22300
4.76500, 	4.91500,    14.21240
4.76750, 	4.91750,    14.20170
4.77000, 	4.92000,    14.19110
4.77250, 	4.92250,    14.18050
4.77500, 	4.92500,    14.16990
4.77750, 	4.92750,    14.15920
4.78000, 	4.93000,    14.14860
4.78250, 	4.93250,    14.13810
4.78500, 	4.93500,    14.12750
4.78750, 	4.93750,    14.11690
4.79000, 	4.94000,    14.10630
4.79250, 	4.94250,    14.09580
4.79500, 	4.94500,    14.08520
4.79750, 	4.94750,    14.07470
4.80000, 	4.95000,    14.06420
4.80250, 	4.95250,    14.05360
4.80500, 	4.95500,    14.04310
4.80750, 	4.95750,    14.03260
4.81000, 	4.96000,    14.02210
4.81250, 	4.96250,    14.01160
4.81500, 	4.96500,    14.00110
4.81750, 	4.96750,    13.99060
4.82000, 	4.97000,    13.98020
4.82250, 	4.97250,    13.96970
4.82500, 	4.97500,    13.95920
4.82750, 	4.97750,    13.94880
4.83000, 	4.98000,    13.93840
4.83250, 	4.98250,    13.92790
4.83500, 	4.98500,    13.91750
4.83750, 	4.98750,    13.90710
4.84000, 	4.99000,    13.89670
4.84250, 	4.99250,    13.88630
4.84500, 	4.99500,    13.87590
4.84750, 	4.99750,    13.86550
4.85000, 	5.00000,    13.85510
4.85250, 	5.00250,    13.84470
4.85500, 	5.00500,    13.83440
4.85750, 	5.00750,    13.82400
4.86000, 	5.01000,    13.81370
4.86250, 	5.01250,    13.80330
4.86500, 	5.01500,    13.79300
4.86750, 	5.01750,    13.78270
4.87000, 	5.02000,    13.77240
4.87250, 	5.02250,    13.76210
4.87500, 	5.02500,    13.75180
4.87750, 	5.02750,    13.74150
4.88000, 	5.03000,    13.73120
4.88250, 	5.03250,    13.72090
4.88500, 	5.03500,    13.71060
4.88750, 	5.03750,    13.70040
4.89000, 	5.04000,    13.69010
4.89250, 	5.04250,    13.67990
4.89500, 	5.04500,    13.66960
4.89750, 	5.04750,    13.65940
4.90000, 	5.05000,    13.64920
4.90250, 	5.05250,    13.63900
4.90500, 	5.05500,    13.62880
4.90750, 	5.05750,    13.61860
4.91000, 	5.06000,    13.60840
4.91250, 	5.06250,    13.59820
4.91500, 	5.06500,    13.58800
4.91750, 	5.06750,    13.57780
4.92000, 	5.07000,    13.56770
4.92250, 	5.07250,    13.55750
4.92500, 	5.07500,    13.54740
4.92750, 	5.07750,    13.53720
4.93000, 	5.08000,    13.52710
4.93250, 	5.08250,    13.51700
4.93500, 	5.08500,    13.50680
4.93750, 	5.08750,    13.49670
4.94000, 	5.09000,    13.48660
4.94250, 	5.09250,    13.47650
4.94500, 	5.09500,    13.46650
4.94750, 	5.09750,    13.45640
4.95000, 	5.10000,    13.44630
4.95250, 	5.10250,    13.43620
4.95500, 	5.10500,    13.42620
4.95750, 	5.10750,    13.41610
4.96000, 	5.11000,    13.40610
4.96250, 	5.11250,    13.39610
4.96500, 	5.11500,    13.38600
4.96750, 	5.11750,    13.37600
4.97000, 	5.12000,    13.36600
4.97250, 	5.12250,    13.35600
4.97500, 	5.12500,    13.34600
4.97750, 	5.12750,    13.33600
4.98000, 	5.13000,    13.32600
4.98250, 	5.13250,    13.31610
4.98500, 	5.13500,    13.30610
4.98750, 	5.13750,    13.29610
4.99000, 	5.14000,    13.28620
4.99250, 	5.14250,    13.27620
4.99500, 	5.14500,    13.26630
4.99750, 	5.14750,    13.25640
5.00000, 	5.15000,    13.24640
5.00250, 	5.15250,    13.23650
5.00500, 	5.15500,    13.22660
5.00750, 	5.15750,    13.21670
5.01000, 	5.16000,    13.20680
5.01250, 	5.16250,    13.19700
5.01500, 	5.16500,    13.18710
5.01750, 	5.16750,    13.17720
5.02000, 	5.17000,    13.16730
5.02250, 	5.17250,    13.15750
5.02500, 	5.17500,    13.14760
5.02750, 	5.17750,    13.13780
5.03000, 	5.18000,    13.12800
5.03250, 	5.18250,    13.11810
5.03500, 	5.18500,    13.10830
5.03750, 	5.18750,    13.09850
5.04000, 	5.19000,    13.08870
5.04250, 	5.19250,    13.07890
5.04500, 	5.19500,    13.06910
5.04750, 	5.19750,    13.05930
5.05000, 	5.20000,    13.04960
5.05250, 	5.20250,    13.03980
5.05500, 	5.20500,    13.03000
5.05750, 	5.20750,    13.02030
5.06000, 	5.21000,    13.01050
5.06250, 	5.21250,    13.00080
5.06500, 	5.21500,    12.99110
5.06750, 	5.21750,    12.98130
5.07000, 	5.22000,    12.97160
5.07250, 	5.22250,    12.96190
5.07500, 	5.22500,    12.95220
5.07750, 	5.22750,    12.94250
5.08000, 	5.23000,    12.93280
5.08250, 	5.23250,    12.92320
5.08500, 	5.23500,    12.91350
5.08750, 	5.23750,    12.90380
5.09000, 	5.24000,    12.89420
5.09250, 	5.24250,    12.88450
5.09500, 	5.24500,    12.87490
5.09750, 	5.24750,    12.86520
5.10000, 	5.25000,    12.85560
5.10250, 	5.25250,    12.84600
5.10500, 	5.25500,    12.83640
5.10750, 	5.25750,    12.82680
5.11000, 	5.26000,    12.81720
5.11250, 	5.26250,    12.80760
5.11500, 	5.26500,    12.79800
5.11750, 	5.26750,    12.78840
5.12000, 	5.27000,    12.77880
5.12250, 	5.27250,    12.76930
5.12500, 	5.27500,    12.75970
5.12750, 	5.27750,    12.75020
5.13000, 	5.28000,    12.74060
5.13250, 	5.28250,    12.73110
5.13500, 	5.28500,    12.72150
5.13750, 	5.28750,    12.71200
5.14000, 	5.29000,    12.70250
5.14250, 	5.29250,    12.69300
5.14500, 	5.29500,    12.68350
5.14750, 	5.29750,    12.67400
5.15000, 	5.30000,    12.66450
5.15250, 	5.30250,    12.65500
5.15500, 	5.30500,    12.64560
5.15750, 	5.30750,    12.63610
5.16000, 	5.31000,    12.62670
5.16250, 	5.31250,    12.61720
5.16500, 	5.31500,    12.60780
5.16750, 	5.31750,    12.59830
5.17000, 	5.32000,    12.58890
5.17250, 	5.32250,    12.57950
5.17500, 	5.32500,    12.57010
5.17750, 	5.32750,    12.56060
5.18000, 	5.33000,    12.55120
5.18250, 	5.33250,    12.54190
5.18500, 	5.33500,    12.53250
5.18750, 	5.33750,    12.52310
5.19000, 	5.34000,    12.51370
5.19250, 	5.34250,    12.50430
5.19500, 	5.34500,    12.49500
5.19750, 	5.34750,    12.48560
5.20000, 	5.35000,    12.47630
5.20250, 	5.35250,    12.46700
5.20500, 	5.35500,    12.45760
5.20750, 	5.35750,    12.44830
5.21000, 	5.36000,    12.43900
5.21250, 	5.36250,    12.42970
5.21500, 	5.36500,    12.42040
5.21750, 	5.36750,    12.41110
5.22000, 	5.37000,    12.40180
5.22250, 	5.37250,    12.39250
5.22500, 	5.37500,    12.38320
5.22750, 	5.37750,    12.37400
5.23000, 	5.38000,    12.36470
5.23250, 	5.38250,    12.35540
5.23500, 	5.38500,    12.34620
5.23750, 	5.38750,    12.33690
5.24000, 	5.39000,    12.32770
5.24250, 	5.39250,    12.31850
5.24500, 	5.39500,    12.30930
5.24750, 	5.39750,    12.30010
5.25000, 	5.40000,    12.29080
5.25250, 	5.40250,    12.28170
5.25500, 	5.40500,    12.27250
5.25750, 	5.40750,    12.26330
5.26000, 	5.41000,    12.25410
5.26250, 	5.41250,    12.24490
5.26500, 	5.41500,    12.23580
5.26750, 	5.41750,    12.22660
5.27000, 	5.42000,    12.21740
5.27250, 	5.42250,    12.20830
5.27500, 	5.42500,    12.19920
5.27750, 	5.42750,    12.19000
5.28000, 	5.43000,    12.18090
5.28250, 	5.43250,    12.17180
5.28500, 	5.43500,    12.16270
5.28750, 	5.43750,    12.15360
5.29000, 	5.44000,    12.14450
5.29250, 	5.44250,    12.13540
5.29500, 	5.44500,    12.12630
5.29750, 	5.44750,    12.11720
5.30000, 	5.45000,    12.10820
5.30250, 	5.45250,    12.09910
5.30500, 	5.45500,    12.09000
5.30750, 	5.45750,    12.08100
5.31000, 	5.46000,    12.07200
5.31250, 	5.46250,    12.06290
5.31500, 	5.46500,    12.05390
5.31750, 	5.46750,    12.04490
5.32000, 	5.47000,    12.03590
5.32250, 	5.47250,    12.02680
5.32500, 	5.47500,    12.01780
5.32750, 	5.47750,    12.00890
5.33000, 	5.48000,    11.99990
5.33250, 	5.48250,    11.99090
5.33500, 	5.48500,    11.98190
5.33750, 	5.48750,    11.97290
5.34000, 	5.49000,    11.96400
5.34250, 	5.49250,    11.95500
5.34500, 	5.49500,    11.94610
5.34750, 	5.49750,    11.93710
5.35000, 	5.50000,    11.92820
5.35250, 	5.50250,    11.91930
5.35500, 	5.50500,    11.91030
5.35750, 	5.50750,    11.90140
5.36000, 	5.51000,    11.89250
5.36250, 	5.51250,    11.88360
5.36500, 	5.51500,    11.87470
5.36750, 	5.51750,    11.86580
5.37000, 	5.52000,    11.85700
5.37250, 	5.52250,    11.84810
5.37500, 	5.52500,    11.83920
5.37750, 	5.52750,    11.83040
5.38000, 	5.53000,    11.82150
5.38250, 	5.53250,    11.81270
5.38500, 	5.53500,    11.80380
5.38750, 	5.53750,    11.79500
5.39000, 	5.54000,    11.78620
5.39250, 	5.54250,    11.77730
5.39500, 	5.54500,    11.76850
5.39750, 	5.54750,    11.75970
5.40000, 	5.55000,    11.75090
5.40250, 	5.55250,    11.74210
5.40500, 	5.55500,    11.73330
5.40750, 	5.55750,    11.72450
5.41000, 	5.56000,    11.71580
5.41250, 	5.56250,    11.70700
5.41500, 	5.56500,    11.69820
5.41750, 	5.56750,    11.68950
5.42000, 	5.57000,    11.68070
5.42250, 	5.57250,    11.67200
5.42500, 	5.57500,    11.66320
5.42750, 	5.57750,    11.65450
5.43000, 	5.58000,    11.64580
5.43250, 	5.58250,    11.63710
5.43500, 	5.58500,    11.62840
5.43750, 	5.58750,    11.61970
5.44000, 	5.59000,    11.61100
5.44250, 	5.59250,    11.60230
5.44500, 	5.59500,    11.59360
5.44750, 	5.59750,    11.58490
5.45000, 	5.60000,    11.57620
5.45250, 	5.60250,    11.56760
5.45500, 	5.60500,    11.55890
5.45750, 	5.60750,    11.55030
5.46000, 	5.61000,    11.54160
5.46250, 	5.61250,    11.53300
5.46500, 	5.61500,    11.52440
5.46750, 	5.61750,    11.51570
5.47000, 	5.62000,    11.50710
5.47250, 	5.62250,    11.49850
5.47500, 	5.62500,    11.48990
5.47750, 	5.62750,    11.48130
5.48000, 	5.63000,    11.47270
5.48250, 	5.63250,    11.46410
5.48500, 	5.63500,    11.45550
5.48750, 	5.63750,    11.44700
5.49000, 	5.64000,    11.43840
5.49250, 	5.64250,    11.42980
5.49500, 	5.64500,    11.42130
5.49750, 	5.64750,    11.41270
5.50000, 	5.65000,    11.40420
5.50250, 	5.65250,    11.39570
5.50500, 	5.65500,    11.38710
5.50750, 	5.65750,    11.37860
5.51000, 	5.66000,    11.37010
5.51250, 	5.66250,    11.36160
5.51500, 	5.66500,    11.35310
5.51750, 	5.66750,    11.34460
5.52000, 	5.67000,    11.33610
5.52250, 	5.67250,    11.32760
5.52500, 	5.67500,    11.31910
5.52750, 	5.67750,    11.31060
5.53000, 	5.68000,    11.30220
5.53250, 	5.68250,    11.29370
5.53500, 	5.68500,    11.28530
5.53750, 	5.68750,    11.27680
5.54000, 	5.69000,    11.26840
5.54250, 	5.69250,    11.25990
5.54500, 	5.69500,    11.25150
5.54750, 	5.69750,    11.24310
5.55000, 	5.70000,    11.23470
5.55250, 	5.70250,    11.22630
5.55500, 	5.70500,    11.21790
5.55750, 	5.70750,    11.20950
5.56000, 	5.71000,    11.20110
5.56250, 	5.71250,    11.19270
5.56500, 	5.71500,    11.18430
5.56750, 	5.71750,    11.17600
5.57000, 	5.72000,    11.16760
5.57250, 	5.72250,    11.15920
5.57500, 	5.72500,    11.15090
5.57750, 	5.72750,    11.14250
5.58000, 	5.73000,    11.13420
5.58250, 	5.73250,    11.12590
5.58500, 	5.73500,    11.11750
5.58750, 	5.73750,    11.10920
5.59000, 	5.74000,    11.10090
5.59250, 	5.74250,    11.09260
5.59500, 	5.74500,    11.08430
5.59750, 	5.74750,    11.07600
5.60000, 	5.75000,    11.06770
5.60250, 	5.75250,    11.05940
5.60500, 	5.75500,    11.05110
5.60750, 	5.75750,    11.04290
5.61000, 	5.76000,    11.03460
5.61250, 	5.76250,    11.02630
5.61500, 	5.76500,    11.01810
5.61750, 	5.76750,    11.00980
5.62000, 	5.77000,    11.00160
5.62250, 	5.77250,    10.99340
5.62500, 	5.77500,    10.98510
5.62750, 	5.77750,    10.97690
5.63000, 	5.78000,    10.96870
5.63250, 	5.78250,    10.96050
5.63500, 	5.78500,    10.95230
5.63750, 	5.78750,    10.94410
5.64000, 	5.79000,    10.93590
5.64250, 	5.79250,    10.92770
5.64500, 	5.79500,    10.91950
5.64750, 	5.79750,    10.91140
5.65000, 	5.80000,    10.90320
5.65250, 	5.80250,    10.89500
5.65500, 	5.80500,    10.88690
5.65750, 	5.80750,    10.87870
5.66000, 	5.81000,    10.87060
5.66250, 	5.81250,    10.86250
5.66500, 	5.81500,    10.85430
5.66750, 	5.81750,    10.84620
5.67000, 	5.82000,    10.83810
5.67250, 	5.82250,    10.83000
5.67500, 	5.82500,    10.82190
5.67750, 	5.82750,    10.81380
5.68000, 	5.83000,    10.80570
5.68250, 	5.83250,    10.79760
5.68500, 	5.83500,    10.78950
5.68750, 	5.83750,    10.78140
5.69000, 	5.84000,    10.77340
5.69250, 	5.84250,    10.76530
5.69500, 	5.84500,    10.75720
5.69750, 	5.84750,    10.74920
5.70000, 	5.85000,    10.74110
5.70250, 	5.85250,    10.73310
5.70500, 	5.85500,    10.72510
5.70750, 	5.85750,    10.71700
5.71000, 	5.86000,    10.70900
5.71250, 	5.86250,    10.70100
5.71500, 	5.86500,    10.69300
5.71750, 	5.86750,    10.68500
5.72000, 	5.87000,    10.67700
5.72250, 	5.87250,    10.66900
5.72500, 	5.87500,    10.66100
5.72750, 	5.87750,    10.65300
5.73000, 	5.88000,    10.64510
5.73250, 	5.88250,    10.63710
5.73500, 	5.88500,    10.62910
5.73750, 	5.88750,    10.62120
5.74000, 	5.89000,    10.61320
5.74250, 	5.89250,    10.60530
5.74500, 	5.89500,    10.59730
5.74750, 	5.89750,    10.58940
5.75000, 	5.90000,    10.58150
5.75250, 	5.90250,    10.57360
5.75500, 	5.90500,    10.56570
5.75750, 	5.90750,    10.55770
5.76000, 	5.91000,    10.54980
5.76250, 	5.91250,    10.54190
5.76500, 	5.91500,    10.53410
5.76750, 	5.91750,    10.52620
5.77000, 	5.92000,    10.51830
5.77250, 	5.92250,    10.51040
5.77500, 	5.92500,    10.50260
5.77750, 	5.92750,    10.49470
5.78000, 	5.93000,    10.48680
5.78250, 	5.93250,    10.47900
5.78500, 	5.93500,    10.47110
5.78750, 	5.93750,    10.46330
5.79000, 	5.94000,    10.45550
5.79250, 	5.94250,    10.44770
5.79500, 	5.94500,    10.43980
5.79750, 	5.94750,    10.43200
5.80000, 	5.95000,    10.42420
5.80250, 	5.95250,    10.41640
5.80500, 	5.95500,    10.40860
5.80750, 	5.95750,    10.40080
5.81000, 	5.96000,    10.39300
5.81250, 	5.96250,    10.38530
5.81500, 	5.96500,    10.37750
5.81750, 	5.96750,    10.36970
5.82000, 	5.97000,    10.36200
5.82250, 	5.97250,    10.35420
5.82500, 	5.97500,    10.34650
